id,year,wtssall,sampcode,n_size,age,educ,relig,sex,race
1,2004,0.9184,501,0,52,9,2,2,3
2,2004,0.9184,501,0,43,14,2,2,3
3,2004,0.4592,501,4,52,14,1,1,2
5,2004,0.9184,501,4,34,17,2,2,3
8,2004,0.4592,501,0,22,14,9,1,3
10,2004,3.6735,501,6,26,14,1,1,2
11,2004,0.9184,501,0,74,12,1,1,2
12,2004,0.9184,501,2,58,12,4,2,2
13,2004,0.9184,501,0,32,10,2,1,2
16,2004,0.4592,501,2,48,11,1,1,2
17,2004,1.8368,501,0,39,9,4,2,2
19,2004,0.9184,501,0,38,16,1,2,2
20,2004,1.8368,501,1,29,11,4,1,3
22,2004,1.3776,501,0,67,14,2,2,1
23,2004,0.9184,501,0,57,12,9,1,1
26,2004,1.8368,501,1,55,16,1,2,3
27,2004,0.9184,501,0,35,13,3,2,1
30,2004,0.4592,501,3,73,16,3,1,1
32,2004,0.4592,501,0,68,12,2,1,2
35,2004,2.3118,501,3,47,17,,2,1
36,2004,0.9184,501,6,58,16,3,2,1
38,2004,0.9184,501,0,29,19,3,1,1
46,2004,0.9184,501,3,55,16,5,1,3
48,2004,0.4592,501,0,33,18,4,1,1
49,2004,0.4592,501,0,26,13,4,2,1
52,2004,0.9184,501,0,30,17,4,1,3
53,2004,0.4592,501,0,37,12,2,2,2
54,2004,3.2663,501,2,49,12,2,1,1
55,2004,0.9184,501,1,23,12,2,1,1
57,2004,0.4592,501,3,47,16,4,1,1
59,2004,0.9184,501,4,55,16,4,2,1
60,2004,0.9184,501,1,74,16,3,1,1
61,2004,0.9184,501,2,49,16,1,1,1
62,2004,0.9184,501,2,40,16,2,1,1
63,2004,1.8368,501,3,40,20,8,2,3
65,2004,1.3776,501,2,55,20,7,1,3
66,2004,2.7551,501,2,48,18,3,2,1
69,2004,0.9184,501,1,57,18,4,2,1
70,2004,0.4592,501,4,59,18,1,2,1
71,2004,1.8368,501,2,38,16,2,2,2
72,2004,0.4592,501,3,33,17,1,2,2
74,2004,0.9184,501,2,45,15,1,2,2
75,2004,0.4592,501,4,41,16,1,2,2
79,2004,0.4592,501,0,57,10,2,2,3
80,2004,0.4592,501,5,66,18,2,2,1
83,2004,0.9184,501,3,30,17,2,2,1
84,2004,1.8368,501,6,48,16,2,1,1
87,2004,0.9184,501,0,32,16,4,1,3
89,2004,0.9184,501,1,33,15,7,1,3
90,2004,0.9184,501,5,69,12,1,2,1
92,2004,0.9184,501,6,31,15,7,1,3
93,2004,0.9184,501,3,31,14,7,1,3
94,2004,0.9184,501,2,45,13,2,2,1
95,2004,0.9184,501,3,79,12,2,2,1
96,2004,1.8368,501,1,18,12,2,2,1
99,2004,0.9184,501,0,63,12,1,1,1
103,2004,0.9184,501,6,37,16,2,2,1
105,2004,2.7551,501,0,33,14,9,2,3
106,2004,0.9184,501,3,50,17,2,2,1
110,2004,0.9184,501,0,57,15,2,2,3
112,2004,0.4592,501,3,60,9,2,1,1
113,2004,0.4592,501,0,74,14,2,2,1
116,2004,0.9184,501,2,34,18,2,2,1
117,2004,0.9184,501,4,60,20,2,1,1
120,2004,1.8368,501,1,35,16,4,1,1
122,2004,0.9184,501,0,35,20,2,1,1
125,2004,1.8368,501,4,47,12,2,2,1
129,2004,0.9184,501,3,62,12,2,1,1
130,2004,0.4592,501,0,61,15,2,1,1
131,2004,0.9184,501,3,56,6,10,2,1
133,2004,2.2143,501,2,19,11,4,1,1
135,2004,3.6735,501,2,55,14,2,1,1
136,2004,0.9184,501,2,32,18,2,2,1
139,2004,0.4592,501,4,50,14,4,1,1
140,2004,0.9184,501,2,24,12,1,2,1
143,2004,0.9184,501,1,50,12,4,2,1
144,2004,0.9184,501,4,55,16,4,2,1
146,2004,0.9184,501,0,49,15,2,1,1
149,2004,4.5919,501,0,28,14,2,1,1
151,2004,0.9184,501,1,61,9,2,1,2
152,2004,0.4592,501,2,35,12,2,2,1
155,2004,1.8368,501,2,32,16,2,1,1
156,2004,2.7551,501,1,58,12,2,1,1
159,2004,1.8368,501,1,33,19,1,1,1
160,2004,1.3776,501,4,58,12,1,1,1
163,2004,0.9184,502,0,33,16,2,1,1
166,2004,1.8368,502,2,25,11,11,1,1
168,2004,1.7514,502,0,,16,1,2,1
171,2004,0.9184,502,6,67,16,1,1,1
176,2004,0.9184,502,0,31,16,1,2,1
177,2004,0.9184,502,6,74,18,4,1,1
181,2004,0.9184,502,5,38,13,1,2,2
182,2004,0.4592,502,0,69,12,1,1,1
183,2004,0.9184,502,1,35,6,1,1,3
184,2004,0.4592,502,2,59,13,1,2,3
185,2004,0.9184,502,2,76,14,1,1,1
189,2004,0.9184,502,0,,12,4,1,1
191,2004,0.4592,502,0,79,12,1,2,1
193,2004,0.9184,502,4,47,15,5,1,1
194,2004,0.9184,502,0,62,,1,1,1
198,2004,0.4592,502,2,30,12,4,1,1
199,2004,0.4592,502,3,64,15,1,2,1
202,2004,1.3776,502,3,18,12,4,1,1
203,2004,1.8368,502,0,64,14,1,1,1
204,2004,0.9184,502,1,38,15,2,2,3
205,2004,0.9184,502,0,49,12,1,1,1
206,2004,1.8368,502,0,28,14,1,1,1
207,2004,0.9184,502,1,24,11,4,1,3
210,2004,1.8368,502,1,24,15,2,1,1
211,2004,1.3776,502,1,28,14,1,1,3
212,2004,0.9184,502,0,51,6,8,1,3
214,2004,1.8368,502,1,30,14,2,2,3
216,2004,2.2959,502,1,44,14,2,2,1
218,2004,1.8368,502,5,34,16,4,2,1
220,2004,1.3776,502,2,31,13,11,1,1
223,2004,0.9184,502,4,55,16,,1,3
225,2004,1.8368,502,0,23,12,1,1,2
227,2004,0.9184,502,0,36,11,2,1,1
229,2004,0.9184,502,4,26,12,2,2,1
230,2004,0.9184,502,1,33,13,2,2,3
233,2004,0.9184,502,6,57,17,1,1,1
235,2004,0.9184,502,2,64,10,1,2,1
237,2004,0.9184,502,3,26,14,2,2,3
238,2004,0.9184,502,4,28,16,2,2,3
239,2004,1.8368,502,2,41,13,1,2,1
240,2004,2.0616,502,0,70,14,2,1,1
243,2004,0.9184,502,0,40,18,1,1,2
248,2004,0.4592,502,0,62,12,11,2,1
250,2004,3.6735,502,5,59,18,3,2,1
252,2004,1.8368,502,2,62,11,4,1,1
253,2004,0.9184,502,5,49,17,1,2,1
255,2004,0.4592,502,3,44,14,5,1,1
258,2004,0.9184,502,5,50,12,3,1,1
259,2004,0.9184,502,3,44,20,3,2,1
260,2004,0.4592,502,1,28,17,3,1,1
261,2004,1.8368,503,4,24,17,2,2,1
262,2004,1.3776,503,3,20,14,2,1,3
264,2004,0.9184,503,0,38,12,4,1,3
266,2004,1.8368,503,2,24,11,4,2,2
267,2004,0.4592,503,0,54,14,1,2,2
268,2004,0.9184,503,4,49,20,2,1,1
269,2004,0.9184,503,6,32,16,10,2,1
270,2004,0.9184,503,4,27,16,2,2,1
271,2004,1.8368,503,3,25,15,2,1,1
273,2004,1.3776,503,1,18,12,2,2,3
276,2004,0.4592,503,6,36,12,2,2,1
277,2004,0.4592,503,0,19,13,11,1,1
278,2004,0.9184,503,6,60,16,1,2,1
280,2004,0.4592,503,6,39,18,1,2,1
281,2004,0.9184,503,4,28,16,1,1,1
284,2004,1.8368,503,3,42,19,2,2,1
285,2004,0.9184,503,3,46,16,2,1,1
287,2004,0.9184,503,1,35,16,2,2,1
289,2004,0.9184,503,3,53,16,2,2,1
290,2004,1.3776,503,1,50,14,2,2,1
292,2004,0.9184,503,0,45,12,2,2,1
294,2004,0.8757,503,2,49,14,5,1,1
296,2004,0.9184,503,2,25,16,2,2,1
299,2004,0.9184,503,3,46,16,2,1,1
300,2004,0.9184,503,3,23,14,2,1,1
301,2004,0.9184,503,3,39,16,2,2,1
302,2004,0.4592,503,2,22,14,2,2,3
305,2004,0.8757,503,3,46,13,2,1,1
309,2004,0.9184,503,1,41,12,1,1,1
313,2004,0.4592,503,1,56,12,2,1,1
314,2004,1.3776,503,2,18,11,1,1,1
316,2004,2.2959,503,6,50,16,1,2,1
317,2004,0.9184,503,3,48,12,2,1,1
320,2004,0.9184,503,2,60,12,2,1,1
322,2004,1.8368,503,2,43,12,2,1,1
323,2004,1.3776,503,4,52,15,2,2,1
324,2004,0.9184,503,1,24,15,1,2,2
326,2004,0.4592,503,2,62,15,1,1,2
328,2004,0.9184,503,1,37,16,4,2,1
330,2004,0.9184,503,2,54,15,1,1,2
331,2004,0.4592,503,2,24,13,2,2,2
333,2004,0.4592,504,1,35,12,4,1,2
335,2004,0.9184,504,0,49,13,2,2,3
336,2004,3.6735,504,2,24,16,4,1,1
337,2004,0.4592,504,6,50,16,4,2,1
340,2004,0.4592,504,3,82,16,2,2,1
342,2004,1.8368,504,1,44,20,4,1,3
344,2004,1.8368,504,1,28,12,1,2,1
345,2004,0.9184,504,3,33,14,4,2,1
346,2004,2.7551,504,1,40,12,4,1,1
349,2004,0.4592,504,0,41,14,2,2,1
350,2004,0.9184,504,5,58,16,2,1,1
353,2004,1.8368,504,6,37,16,2,2,1
354,2004,0.9184,504,1,67,14,1,1,1
355,2004,1.8368,504,2,46,14,1,2,3
356,2004,0.9184,504,2,35,12,4,1,1
358,2004,1.8368,504,4,81,12,3,1,1
359,2004,5.5103,504,2,57,16,2,2,3
360,2004,0.9184,504,3,32,12,2,2,1
361,2004,3.6735,504,3,42,12,2,2,3
363,2004,0.4592,504,2,48,15,3,2,1
365,2004,0.9184,504,2,51,18,2,1,1
366,2004,1.3776,504,3,89,16,2,1,1
369,2004,0.4592,504,0,47,10,9,1,3
370,2004,0.9184,504,5,53,17,4,2,1
372,2004,0.9184,504,6,66,13,4,2,1
373,2004,0.9184,504,6,68,18,2,2,1
374,2004,0.9184,504,1,55,12,2,1,1
375,2004,0.9184,504,5,32,19,4,2,1
377,2004,0.9184,504,5,44,16,2,1,1
378,2004,0.9184,504,2,67,12,2,2,1
381,2004,0.9184,504,5,38,16,1,2,1
382,2004,0.9184,504,2,69,16,4,1,1
385,2004,0.9184,504,1,40,16,4,2,1
386,2004,1.8368,504,1,32,16,4,1,3
387,2004,1.3776,504,1,37,18,4,2,1
388,2004,0.9184,504,1,29,10,4,2,3
390,2004,0.9184,504,0,23,12,1,1,2
391,2004,0.4592,504,4,50,20,2,2,1
392,2004,0.9184,504,4,29,20,1,1,1
393,2004,0.9184,504,6,48,12,5,1,2
394,2004,0.9184,504,5,86,18,1,1,1
396,2004,0.4592,504,3,48,13,1,2,1
397,2004,0.9184,504,2,62,14,1,2,1
401,2004,2.7551,504,4,43,14,2,2,1
402,2004,0.4592,504,6,56,16,2,1,1
403,2004,0.4592,504,2,38,16,6,2,1
407,2004,0.9184,504,4,72,16,5,1,1
409,2004,0.4592,505,0,59,20,1,2,1
410,2004,1.3776,505,2,84,16,3,1,1
412,2004,0.9184,505,2,21,15,3,2,1
413,2004,0.9184,505,6,23,16,4,2,1
414,2004,0.4592,505,4,24,18,2,2,1
417,2004,0.9184,505,0,29,5,6,1,3
418,2004,0.4592,505,0,35,12,4,2,2
419,2004,0.4592,505,1,35,14,1,2,1
420,2004,1.8368,505,3,34,12,1,1,2
424,2004,0.9184,505,5,42,16,1,1,2
425,2004,0.9184,505,1,53,12,1,1,2
427,2004,1.8368,505,0,28,12,2,2,1
431,2004,0.9184,505,5,28,17,2,2,1
433,2004,0.9184,505,3,57,16,3,1,1
434,2004,0.9184,505,0,38,18,2,1,1
435,2004,0.9184,505,0,45,16,1,2,1
436,2004,0.4592,505,0,88,12,2,1,1
441,2004,2.2959,505,2,44,13,1,1,1
442,2004,0.4592,505,1,81,16,1,2,1
443,2004,0.9184,505,0,66,17,2,1,1
445,2004,0.9184,505,0,67,14,2,2,1
446,2004,0.9184,505,0,46,14,2,2,1
447,2004,0.9184,505,0,56,11,2,1,1
448,2004,1.8368,505,4,25,12,4,1,1
449,2004,1.8368,505,4,41,14,8,2,1
450,2004,3.6735,505,1,18,11,4,2,1
453,2004,0.4592,505,0,25,14,1,1,2
457,2004,0.9184,506,3,38,14,1,2,2
460,2004,0.4592,506,5,66,16,1,1,1
462,2004,0.9184,506,2,28,19,2,1,1
465,2004,1.8368,506,2,33,3,4,2,1
466,2004,0.4592,506,0,45,16,1,2,2
467,2004,0.9184,506,0,40,14,4,1,2
468,2004,0.4592,506,0,36,14,1,2,2
470,2004,0.9184,506,0,61,14,10,2,1
471,2004,0.9184,506,5,73,13,1,2,1
472,2004,0.9184,506,2,59,20,3,2,1
474,2004,1.8368,506,0,30,14,8,2,3
475,2004,0.9184,506,3,56,14,3,1,1
476,2004,0.9184,506,3,80,13,3,2,1
477,2004,1.3776,506,0,45,13,1,2,2
478,2004,1.3776,506,0,19,12,2,2,1
485,2004,0.9184,506,2,19,15,2,2,1
486,2004,0.9184,506,1,40,12,2,1,1
487,2004,0.4592,506,4,34,15,2,2,1
488,2004,0.9184,506,0,56,13,1,1,2
489,2004,2.7551,506,3,45,11,1,2,2
490,2004,0.4592,506,2,33,13,4,2,2
492,2004,0.4592,506,0,69,7,1,1,2
499,2004,0.4592,506,1,63,10,1,2,2
501,2004,0.4592,506,3,21,12,1,2,2
502,2004,0.4592,506,0,30,11,1,2,2
504,2004,0.8757,507,0,43,12,,1,1
509,2004,0.9184,507,0,22,14,9,2,3
511,2004,0.9184,507,5,27,14,1,1,1
512,2004,0.9184,507,0,19,11,1,1,2
514,2004,0.4592,507,0,44,14,1,2,2
515,2004,0.4592,507,0,33,14,2,2,2
516,2004,0.9184,507,1,40,12,1,2,2
519,2004,0.9184,507,0,76,8,1,2,2
522,2004,0.9184,507,2,33,16,13,2,2
523,2004,1.3776,507,4,24,15,1,2,2
525,2004,0.9184,507,0,47,18,3,2,1
528,2004,0.4592,507,0,56,0,2,1,1
530,2004,1.3776,507,5,40,14,2,2,1
534,2004,0.4592,507,1,47,18,2,1,1
535,2004,0.9184,507,0,,18,7,1,3
537,2004,0.4592,507,0,22,9,1,1,1
539,2004,0.9184,508,3,34,16,2,1,1
540,2004,1.8368,508,0,38,13,1,2,1
542,2004,0.4592,508,3,47,16,5,2,1
544,2004,0.9184,508,2,31,12,1,2,1
545,2004,0.9184,508,1,34,16,1,1,1
546,2004,0.9184,508,1,25,17,1,1,1
552,2004,0.9184,508,1,49,16,4,1,1
554,2004,1.8368,508,3,34,15,1,1,1
555,2004,0.9184,508,3,31,16,4,1,1
556,2004,0.9184,508,1,45,14,1,2,1
559,2004,0.9184,508,5,34,14,4,1,2
560,2004,0.9184,508,4,30,15,1,2,2
561,2004,3.6735,508,3,19,13,1,2,2
563,2004,0.9184,508,2,33,16,1,1,1
564,2004,0.9184,508,1,31,12,4,1,1
566,2004,0.9184,508,0,38,13,1,1,2
567,2004,0.9184,508,2,30,16,1,2,2
568,2004,0.4592,508,6,50,20,1,1,1
569,2004,0.9184,508,2,24,16,1,1,1
572,2004,1.8368,508,3,44,14,1,1,1
577,2004,0.9184,508,1,33,7,2,2,1
579,2004,0.9184,508,0,27,9,2,1,1
580,2004,0.9184,508,0,45,11,4,1,1
582,2004,1.3776,508,3,49,16,1,1,1
587,2004,0.9184,508,5,44,12,1,2,2
589,2004,0.4592,508,2,28,12,4,1,1
590,2004,0.4592,508,3,50,12,8,1,1
595,2004,0.4592,509,4,24,16,4,1,1
598,2004,2.7551,509,2,26,16,5,1,1
599,2004,0.4592,509,1,64,9,1,1,2
603,2004,0.9184,509,4,57,16,1,2,2
604,2004,0.9184,509,1,59,16,1,2,2
608,2004,0.9184,509,1,66,14,1,1,1
610,2004,1.8368,509,0,42,16,1,2,3
611,2004,0.9184,509,1,41,16,1,1,1
615,2004,0.9184,509,1,37,16,1,1,1
617,2004,0.9184,509,2,44,13,1,2,2
618,2004,1.3776,509,2,58,12,1,2,1
624,2004,0.9184,510,1,48,12,2,2,3
627,2004,0.9184,510,1,50,12,11,2,1
629,2004,1.8368,510,1,54,16,1,2,1
630,2004,0.9184,510,5,35,13,2,2,1
631,2004,0.9184,510,1,38,14,4,2,1
635,2004,0.9184,510,2,45,16,2,2,1
636,2004,0.9184,510,4,43,18,1,2,2
638,2004,0.9184,510,0,45,16,11,1,1
639,2004,0.9184,510,1,40,18,1,2,2
642,2004,1.8368,510,3,57,19,1,1,1
643,2004,1.3776,510,0,48,12,1,2,3
646,2004,1.3776,510,0,18,11,2,1,3
651,2004,0.9184,510,0,53,10,2,2,1
654,2004,0.9184,510,0,40,16,2,2,1
655,2004,0.4592,510,0,74,12,1,2,1
656,2004,1.3776,510,0,61,12,1,2,1
658,2004,1.8368,510,0,29,12,11,2,2
660,2004,0.9184,510,0,24,18,4,2,2
662,2004,0.9184,510,0,36,14,1,1,2
664,2004,0.4592,510,1,27,16,1,2,2
666,2004,0.9184,510,0,38,16,2,1,1
669,2004,1.8368,510,3,50,18,2,2,1
672,2004,2.2959,511,2,24,17,4,1,3
676,2004,1.3776,511,2,48,12,2,1,1
679,2004,0.9184,511,0,46,12,1,2,1
682,2004,0.9184,511,0,67,14,3,1,1
683,2004,0.4592,511,2,26,11,2,1,1
684,2004,1.8368,511,1,63,15,2,2,1
686,2004,2.7551,511,3,47,15,2,2,1
687,2004,0.4592,511,0,26,15,5,1,3
688,2004,0.9184,511,4,67,17,2,2,1
690,2004,1.8368,511,3,26,16,1,2,3
691,2004,1.3776,511,6,57,16,2,1,1
692,2004,1.8368,511,0,54,15,2,2,1
694,2004,0.4592,512,3,30,12,1,2,2
698,2004,0.4592,512,1,32,11,2,2,3
699,2004,0.4592,512,3,40,12,11,2,2
700,2004,0.4592,512,0,29,14,1,1,2
705,2004,0.9184,512,0,56,12,1,2,2
706,2004,1.3776,512,0,20,12,1,1,2
708,2004,0.9184,512,2,29,12,1,1,2
710,2004,1.3776,512,3,22,11,1,2,1
713,2004,0.9184,512,4,65,12,4,1,1
714,2004,0.9184,512,2,51,13,1,2,1
715,2004,0.9184,512,2,47,9,1,2,1
717,2004,1.8368,512,5,26,16,2,2,1
718,2004,0.9184,512,0,39,18,1,2,2
719,2004,1.8368,512,0,52,12,1,2,1
724,2004,0.9184,512,0,50,10,5,2,1
726,2004,1.8368,512,5,57,16,1,2,1
729,2004,1.8368,512,3,43,13,1,1,1
733,2004,0.9184,513,6,50,12,1,1,1
734,2004,1.3776,513,2,19,14,2,2,1
735,2004,0.4592,513,0,57,14,1,1,2
742,2004,0.9184,513,5,45,13,1,2,1
744,2004,1.3776,513,6,68,16,1,1,1
746,2004,0.9184,513,6,35,13,1,2,1
748,2004,0.9184,513,5,34,15,1,1,1
751,2004,0.9184,513,1,60,14,4,2,1
755,2004,0.9184,514,0,61,13,2,1,1
756,2004,0.9184,514,4,30,12,1,2,1
758,2004,0.9184,514,3,62,12,1,1,1
759,2004,0.9184,514,5,33,16,1,1,1
762,2004,1.3776,514,1,51,2,1,2,2
763,2004,0.4592,514,6,46,15,13,2,1
764,2004,1.8368,514,3,45,10,11,1,2
767,2004,0.9184,514,1,23,16,1,2,2
768,2004,1.8368,514,3,56,17,4,2,1
769,2004,0.4592,515,6,34,11,5,2,2
770,2004,0.9184,515,2,41,16,1,1,2
773,2004,0.9184,515,3,44,16,1,1,1
777,2004,2.7551,515,1,55,14,2,1,1
780,2004,1.8368,515,2,32,16,2,2,1
781,2004,0.9184,515,3,42,16,1,1,1
783,2004,0.9184,515,1,46,14,2,1,1
784,2004,1.8368,515,3,53,12,1,2,1
788,2004,0.9184,515,4,52,18,1,2,1
789,2004,0.9184,515,6,29,17,3,1,1
790,2004,0.9184,515,4,40,20,1,1,1
794,2004,0.4592,515,6,57,16,1,1,1
795,2004,0.4592,515,1,28,12,2,2,3
797,2004,0.9184,515,4,48,17,1,2,1
798,2004,0.9184,515,1,59,14,1,2,1
799,2004,0.9184,515,1,78,12,1,2,1
800,2004,0.9184,515,1,66,15,1,1,1
801,2004,1.8368,515,2,36,18,1,2,1
803,2004,0.4592,516,3,60,17,1,2,1
805,2004,0.9184,516,2,44,14,1,2,1
808,2004,1.8368,516,3,41,14,1,2,1
811,2004,0.9184,516,5,28,18,1,2,1
813,2004,1.3776,516,3,51,16,1,1,1
816,2004,0.4592,516,6,47,17,1,2,1
820,2004,0.4592,516,0,37,12,1,1,2
821,2004,0.4592,516,5,25,14,1,2,1
824,2004,0.9184,516,1,19,12,1,2,1
828,2004,0.4592,516,6,55,16,1,2,1
829,2004,1.8368,516,3,32,16,1,1,1
831,2004,0.4592,516,0,48,12,1,1,1
835,2004,0.9184,517,3,43,20,1,1,1
836,2004,0.9184,517,3,23,15,2,2,1
841,2004,0.9184,517,2,62,17,1,1,1
843,2004,0.9184,517,3,46,16,2,1,1
844,2004,0.9184,517,4,45,18,1,2,1
846,2004,0.9184,517,3,26,15,3,2,1
847,2004,0.4592,517,3,62,14,3,2,1
848,2004,1.8368,518,4,52,15,2,1,1
850,2004,0.9184,518,0,64,14,1,1,1
855,2004,1.8368,518,2,50,16,1,2,1
856,2004,0.9184,518,1,72,16,1,2,1
860,2004,0.9184,518,0,46,16,1,2,1
862,2004,0.9184,518,1,52,15,4,1,1
863,2004,0.4592,518,0,39,9,1,2,2
864,2004,0.9184,518,3,27,16,1,1,1
865,2004,0.4592,518,1,64,8,2,2,1
868,2004,0.9184,518,0,35,12,4,2,2
869,2004,0.4592,518,1,35,12,2,1,1
870,2004,1.8368,518,1,60,14,1,2,1
871,2004,0.9184,518,0,36,17,2,2,1
873,2004,0.4592,518,3,38,14,11,2,1
874,2004,0.9184,519,1,41,18,3,1,1
875,2004,1.7514,519,0,69,12,3,2,1
876,2004,0.9184,519,3,52,18,3,2,1
877,2004,0.9184,519,5,31,16,3,2,1
878,2004,1.8368,519,2,55,17,4,1,1
884,2004,0.9184,519,0,79,12,1,2,1
885,2004,0.9184,519,2,33,12,1,2,1
887,2004,0.9184,519,2,26,16,2,2,1
889,2004,0.9184,519,0,46,13,1,1,2
891,2004,1.8368,519,0,68,12,1,2,2
892,2004,0.4592,519,0,66,14,1,2,2
893,2004,1.3776,519,6,66,12,1,2,2
895,2004,0.4592,519,1,75,11,1,2,2
897,2004,0.9184,519,0,25,14,11,2,2
898,2004,0.4592,520,1,29,12,2,2,3
899,2004,0.9184,520,3,44,14,2,1,3
900,2004,1.8368,520,1,28,16,2,2,3
902,2004,0.4592,520,2,78,12,2,1,1
905,2004,1.3776,520,6,69,18,2,1,3
906,2004,1.8368,520,3,49,16,10,1,1
912,2004,2.7551,520,5,22,16,4,2,1
914,2004,0.9184,520,1,28,14,11,1,2
915,2004,0.9184,520,6,60,20,1,1,1
919,2004,1.3776,520,3,64,18,2,2,1
920,2004,1.8368,521,5,48,16,4,2,1
921,2004,0.9184,521,2,63,13,2,1,1
925,2004,0.4592,521,0,64,20,2,1,1
927,2004,1.8368,521,2,50,18,1,1,1
928,2004,0.4592,521,0,36,16,11,1,1
932,2004,0.4592,521,0,48,13,8,1,1
933,2004,0.9184,521,1,58,14,2,1,1
934,2004,0.9184,521,0,35,17,9,2,3
936,2004,0.9184,521,5,23,15,4,1,1
939,2004,0.4592,521,5,51,15,4,1,1
941,2004,0.4592,521,4,29,14,4,2,1
942,2004,0.4592,521,3,56,13,1,2,1
943,2004,0.4592,521,1,40,12,4,2,1
944,2004,2.2959,521,3,50,12,1,2,1
945,2004,1.3776,521,3,48,14,1,2,1
947,2004,0.9184,521,1,35,12,2,1,1
950,2004,0.9184,521,2,47,12,1,2,1
952,2004,0.9184,522,3,44,18,2,1,1
954,2004,0.9184,522,0,67,12,2,1,1
955,2004,0.4592,522,1,73,11,1,2,1
957,2004,0.4592,522,2,30,10,11,1,1
958,2004,0.9184,522,4,27,17,11,2,1
961,2004,0.9184,522,0,25,16,2,2,1
965,2004,0.9184,522,0,25,16,1,2,1
966,2004,1.3776,522,1,55,12,2,2,1
967,2004,1.3776,522,2,23,12,1,1,1
968,2004,0.9184,522,1,39,12,1,2,1
970,2004,1.8368,522,0,70,12,2,2,1
975,2004,0.9184,523,3,74,16,2,2,1
976,2004,0.4592,523,3,64,18,2,2,1
978,2004,0.9184,523,3,26,16,1,1,1
981,2004,0.4592,523,0,52,17,4,1,1
983,2004,0.4592,523,4,38,16,4,2,1
985,2004,0.4592,523,1,73,14,1,2,1
986,2004,0.9184,523,1,34,18,1,1,1
987,2004,0.9184,524,1,32,14,1,2,1
988,2004,0.9184,524,2,37,12,2,1,1
994,2004,0.4592,524,2,34,14,1,2,2
995,2004,0.9184,524,3,25,12,1,2,2
997,2004,0.9184,524,3,32,14,1,2,2
998,2004,0.4592,524,2,59,6,1,1,2
999,2004,1.3776,524,2,19,11,1,2,2
1000,2004,0.9184,524,2,36,19,3,1,1
1001,2004,0.9184,524,2,65,20,3,2,1
1005,2004,0.9184,525,3,56,20,2,1,2
1007,2004,0.9184,525,0,51,15,2,1,1
1008,2004,1.3776,525,0,57,13,1,1,2
1009,2004,0.4592,525,1,32,13,2,1,1
1012,2004,0.9184,525,0,85,8,2,2,1
1015,2004,1.8368,525,4,28,12,4,2,1
1017,2004,0.4592,525,1,78,13,2,2,1
1018,2004,1.3776,525,0,20,13,4,1,1
1023,2004,1.8368,525,2,34,12,2,1,1
1026,2004,2.7551,525,5,23,16,2,1,1
1027,2004,1.3776,525,2,19,12,1,2,1
1031,2004,0.4592,526,3,70,12,2,1,1
1034,2004,1.3776,526,2,52,16,3,2,1
1035,2004,0.9184,526,6,46,13,1,1,1
1036,2004,0.9184,526,1,69,20,2,1,1
1037,2004,0.4592,526,1,32,18,2,2,1
1039,2004,0.9184,526,1,38,14,1,2,2
1041,2004,0.4592,526,2,77,19,1,1,1
1042,2004,0.4592,526,0,44,13,2,1,1
1043,2004,1.8368,526,1,41,15,2,2,1
1049,2004,0.4592,526,2,38,12,11,1,1
1050,2004,0.9184,526,2,32,20,1,2,2
1054,2004,1.8368,526,2,34,14,2,2,1
1055,2004,1.8368,526,5,38,16,2,2,1
1061,2004,0.9184,526,1,60,16,1,1,1
1063,2004,0.9184,526,4,83,12,2,2,1
1065,2004,0.9184,526,2,49,14,,2,1
1066,2004,0.9184,526,2,32,16,1,2,1
1067,2004,0.9184,526,5,81,16,4,1,1
1068,2004,1.8368,526,1,52,14,1,2,1
1072,2004,1.8368,527,1,26,15,1,2,1
1073,2004,0.9184,527,3,42,14,1,1,1
1077,2004,0.9184,527,0,42,16,1,2,1
1080,2004,1.3776,527,3,24,16,2,2,1
1081,2004,0.4592,527,1,27,18,1,1,1
1084,2004,1.8368,527,3,52,16,1,2,1
1087,2004,0.9184,527,2,41,16,4,2,1
1091,2004,0.4592,527,2,89,12,1,2,1
1092,2004,1.8368,527,3,40,16,2,2,1
1093,2004,1.3776,527,2,52,17,2,2,1
1095,2004,0.9184,527,2,37,12,5,2,1
1098,2004,0.9184,527,1,56,12,1,2,1
1100,2004,0.4592,527,3,44,14,2,1,1
1103,2004,0.9184,527,2,68,12,1,2,1
1107,2004,0.4592,528,0,44,16,1,2,2
1108,2004,0.9184,528,0,50,15,1,1,2
1109,2004,1.3776,528,0,49,13,2,1,1
1110,2004,0.4592,528,1,55,12,1,1,1
1111,2004,0.4592,528,1,33,13,2,2,1
1113,2004,0.4592,528,4,55,14,1,2,1
1114,2004,0.4592,528,1,46,9,11,1,1
1116,2004,0.9184,528,2,45,12,1,2,1
1117,2004,0.4592,528,0,58,14,1,1,2
1119,2004,0.9184,528,1,56,13,1,2,1
1120,2004,0.9184,528,1,48,12,2,1,1
1121,2004,0.4592,528,1,57,16,2,1,1
1122,2004,0.4592,528,6,51,14,1,1,1
1123,2004,1.3776,528,3,36,11,1,2,1
1129,2004,0.9184,528,2,22,11,5,2,1
1130,2004,1.8368,528,6,58,12,10,2,1
1134,2004,0.9184,528,2,43,12,11,2,1
1136,2004,0.9184,528,5,31,14,1,2,1
1137,2004,0.9184,528,1,54,13,1,1,1
